#steady-1-residue-evolution
0	-12.9396302	58640.0495	-803.566705	9358.82185	-1.13686838e-013	-0.0681326936	-3.82909409	6.02870404	14.0685487	-1.6856825e+015	8359995.94	-0.00391272517
1	-1.46015366	69343.912	-426.359898	7430.75912	-2.0560364	-1906703.65	1.64523228	3.50376779	6.64686922	-2.02129164e+011	7787484.56	-0.0173628323
2	75.0583204	-728340.484	-0.642061787	1114.9801	1.81883673	7788627.62	10.9939335	-21.152554	-34.514383	-4.43601065e+014	2506696.73	-0.00305963316
3	4.1306619	84505.9848	-0.0707653312	1509.37146	1.70328453	479406.424	-1.08673175	-0.275408356	3.3648237	-6.14833572e+010	2604376.88	-0.00700873907
4	1.85204312	-359298.638	1.48778493	3053.29542	16.5069215	5281627.5	-4.46488553	1.40093052	7.01457173	-4.03973345e+010	5510595.97	-0.0084627652
5	98.1716612	-863594.522	-1.91841967	-903.47763	0.286020978	9906419.61	9.73087976	-40.4222814	-64.8562055	-2.38731114e+014	941844.36	-0.00263347305
6	-101.909166	354368.297	-0.828569999	-7264.26613	-2.07004784	-12315140.1	11.6415771	56.7452458	-88.5207869	-1.12925798e+015	2426235.17	-0.00865721341
7	8.90342	-243882.002	1.93847453	2931.43968	13.8827329	5666228.55	-4.25436884	-0.0596311589	6.58313954	-1.21578657e+010	5362988.75	-0.0115057226
8	7.50566429	-253328.135	1.53361673	2704.94059	13.6151777	5325940.89	-4.08290986	-0.18484956	4.96091527	-5.42414656e+009	5072340.01	-0.010500619
9	6.89887442	-187807.94	-1.60423082	2334.33084	19.1161153	4759042.9	-3.35311548	-0.614524799	4.04885596	-494600168	4335814.73	-0.00949123497
10	7.49534976	457558.9	-11.708866	1591.94218	48.5706801	3766901.54	-0.698269827	-2.96457268	3.1995202	528.623759	2515574.13	-0.0084010787
11	10.3776441	-270048.218	-12.0786856	623.309424	68.3025536	2635250.73	7.39528512	-1.75064891	0.463195476	2.67983985e+011	5776.35778	-0.00449615544
12	18.1654761	-176492.702	23.5743234	-142.876165	-103.532958	2337486.3	-10.5485727	-11.0201704	3.90067396	8.04861895e+014	2493132.73	-0.0103534698
13	-3.37574015	-3231903.19	-13.6357966	1627.32825	53.2279417	2411124.98	-1.87216593	3.95597428	11.8557361	627.588197	2232827.96	-0.0025277478
14	-7.57479021	-206090.767	-9.56696121	1572.61791	38.7014856	2029580.87	-2.48111815	4.62764959	10.4189554	628.446544	2084185.58	-7.39331153e-005
15	-13.9278866	-75505.5033	-7.58834524	1119.22307	28.0124053	864970.429	-3.43694534	5.84428169	7.64798917	554.342994	1478899.28	0.00339896497
16	-12.8823405	-51340.1393	-0.439856539	192.301669	7.38257395	-101392.867	-4.30578141	4.95252421	-4.4853009	243.191658	269159.226	0.0042537572
17	-10.2756242	-60848.4131	-2.10627874	248.589021	17.2514511	143618.282	-3.36978206	4.21818031	-0.900223809	206.229785	-21780.9376	0.00335676529
18	-8.90647894	-51323.4341	-10.4714416	130.58152	50.0896609	45002.5291	0.909388591	2.10208771	-0.305461932	168.359911	-597617.312	0.00212319336
19	-3.0079169	-50411.576	-8.4083574	118.516485	31.7133278	277776.505	0.24613257	0.154492062	-0.856176063	125.768978	-354423.802	0.00111699449
20	-9.06764629	-49087.9091	0.800428259	221.020863	15.6781127	5112.86119	-2.73624451	3.90190431	0.0744957641	175.926057	-36274.3081	0.00309043202
21	-4.42357914	-32019.9058	-3.21519491	54.6958221	24.1569675	195633.567	-0.305315962	1.62485061	-1.37217968	130.717198	-236719.972	0.00119567827
22	-9.28783441	-46077.1758	-0.602209991	202.180645	22.2848787	-26749.149	-3.01097006	3.86092622	0.610811056	158.740361	-109845.735	0.00324291954
23	-8.28485505	-44454.5524	1.20915399	200.915876	14.7823675	-6811.61294	-2.48340685	3.57460769	0.118373788	161.032744	-32544.4562	0.002817826
24	-6.11027994	-35728.6785	-0.175183465	133.985573	15.1594055	54952.5621	-1.67741756	2.549058	-0.408449193	133.566688	-73324.2082	0.00198020413
25	-7.55560093	-40554.7801	1.0376157	183.23098	13.3827645	3008.78675	-2.35163861	3.22902553	0.0324157168	145.613843	-19840.3832	0.00254215205
26	-5.35833438	-31002.2792	0.258974575	121.806989	12.6166044	23166.0858	-1.48266567	2.26683841	-0.261668961	117.342282	-55911.7591	0.00174970865
27	-7.04724143	-36522.8271	1.12200185	168.701851	12.7937385	-8832.59542	-2.22976103	3.00153161	0.167032578	130.658317	-19469.8873	0.0023814417
28	-4.36478957	-26552.0007	0.345169029	104.499279	9.68393873	24234.5528	-1.23968446	1.87128703	-0.308113793	101.992563	-35755.0475	0.00141827647
29	-6.55938514	-33042.0181	0.328776947	144.965962	13.7214026	13537.754	-2.09425165	2.71848193	0.143530407	116.173689	-38621.4815	0.00220222764
30	-6.50895278	-34237.1573	0.887728873	154.555155	12.0894892	4171.78183	-2.06800916	2.75774657	0.0673044503	122.406884	-18674.1658	0.00218329637
31	-5.54336091	-29452.232	0.719035111	128.801467	11.2524241	2625.54937	-1.71297878	2.34767068	0.0363421363	107.217034	-27893.3399	0.00185283873
32	-6.13915268	-31831.1799	1.10997891	146.788972	11.1775993	-6366.82752	-1.96174167	2.61081875	0.126255738	114.023561	-12785.3048	0.00206486656
33	-5.06165089	-27196.6204	0.605271743	117.180971	10.3182014	10217.615	-1.57136152	2.13795417	-0.0101745339	98.9140894	-24013.8747	0.00168513223
34	-5.69324311	-29632.6227	0.965933223	135.709312	10.3556181	741.388711	-1.8418054	2.41057745	0.076715972	105.740256	-9766.46299	0.00190585695
35	-4.67906044	-24867.9972	0.758497415	109.033638	9.44065414	1256.36818	-1.46515188	1.97951621	0.0191673624	90.7958744	-18805.9742	0.00155515475
36	-4.27662839	-22577.5365	0.896543223	97.3259048	9.26733765	-4540.76497	-1.33018954	1.809639	0.0398827828	83.850994	-19683.0922	0.00141528676
37	-3.75197736	-20455.076	0.626299533	82.947917	8.73788636	10641.8831	-1.15959931	1.57459124	-0.0504460609	76.7784854	-21367.3737	0.00122649161
38	-4.0211167	-21559.1989	0.789295098	90.4912999	8.86118637	5919.19972	-1.27624785	1.68869502	-0.0295682552	79.9049824	-15523.9396	0.00131586879
39	-3.6411072	-19210.5888	0.831988129	83.0674333	8.02011378	-6550.32308	-1.13592362	1.53529444	0.0167411229	72.3220719	-15814.4009	0.00119364806
