#steady-1-unknown-delta-evolution
0	0
1	-0.1
2	-0.05
3	-0.15
4	-0.35
5	-0.75
6	-1.55
7	-0.35
8	-0.95
9	-1.12812056
10	-0.791440126
11	-0.956651357
12	-0.953989703
13	-0.954587145
14	-0.954686787
15	-0.954681951
