#steady-1-unknown-delta-evolution
0	0
1	-0.1
2	-0.3
3	-0.606249997
4	-0.747999995
5	-0.846341455
6	-0.904545441
7	-0.941121473
8	-0.96358378
9	-0.977499945
10	-0.986092628
11	-0.991405046
12	-0.994687809
13	-0.996716695
14	-0.997970468
15	-0.998745154
16	-0.999223629
17	-0.999518858
18	-0.999700555
19	-0.99981165
20	-0.999878456
21	-0.999916978
22	-0.999937012
23	-0.999945208
24	-0.999947235
25	-0.999947435
26	-0.999947439
