#steady-1-unknown-delta-evolution
0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.760844885	0.0686019838	-0.0220943035	-0.0400048038	-0.179067507	-0.137255497	0.0422509324	0.00992930623	0.0345357263	0.217725827	0.115720968	-0.00984571774	-0.0147674941
2	0.268779729	0.0828079585	0.201675263	-0.139785688	-0.651760496	-0.594674551	-0.12372219	-0.0552273644	0.0135795759	0.57111139	0.0613648643	-0.0370692898	-0.101440174
3	0.350117128	0.125963671	0.153075361	-0.17198352	-0.630692495	-0.615855925	-0.0707086205	-0.0476350106	0.0458983059	0.558591368	0.0848024018	-0.0587663789	-0.104230329
4	0.406589151	0.119297328	0.294937226	-0.152380024	-0.647899084	-0.576219654	-0.114005688	-0.032872322	0.049275308	0.704456085	0.152377419	-0.0328081053	-0.123742842
5	0.460519035	0.164704367	-0.0218063893	-0.432500636	-0.50772941	-0.563468152	0.238704351	0.0182885483	0.285643869	0.659085071	0.191144906	-0.0694024892	-0.0499720932
6	0.434998914	0.155773856	0.22290136	-0.0982879678	-0.59992877	-0.513885914	0.00670238698	0.0419119159	0.262776916	0.700407387	0.252574681	-0.0412361491	-0.075644407
7	0.418136503	0.183533386	-0.0033963539	-0.271164989	-0.549580142	-0.503460677	0.133395031	0.0121548924	0.247041498	0.652619508	0.22969269	-0.0505952702	-0.072999064
8	0.424266348	0.0526169036	-0.0282880917	-0.40234524	-0.477811187	-0.433437359	0.312637934	0.0790288805	0.415190392	0.725472877	0.186448143	-0.0418827427	-0.0778046027
9	0.383832522	0.252833676	0.138809966	-0.145281682	-0.613159614	-0.574367579	-0.0274826326	-0.0206001197	0.0925934223	0.626945931	0.239847904	-0.0557485696	-0.0863759381
10	0.388427769	0.2142885	0.0454210689	-0.237157729	-0.565324006	-0.530230835	0.0685734679	-0.0102130379	0.175525096	0.611172105	0.215850488	-0.0530244681	-0.0764305112
11	0.39501303	0.266902544	0.0860484195	-0.183098182	-0.588975886	-0.56803105	0.0184557391	-0.0189622485	0.0989326864	0.62802303	0.253503003	-0.0569955364	-0.0828422887
12	0.419378288	0.212016846	0.0224055793	-0.240830428	-0.5544032	-0.529811849	0.0994996703	0.00390379865	0.200203744	0.650767845	0.243757732	-0.0527667017	-0.0763045513
13	0.437605144	0.253746499	0.042380586	-0.196558704	-0.568004851	-0.56009657	0.075513363	0.00534087622	0.151156081	0.685834016	0.289090774	-0.0556479923	-0.0812882549
14	0.439543698	0.220459574	0.0141042341	-0.23338137	-0.551025621	-0.536359434	0.112182853	0.0119859709	0.200702532	0.68153571	0.270946233	-0.0531178578	-0.0771457866
15	0.420414771	0.225161035	0.0323890504	-0.22681764	-0.560288811	-0.539004859	0.0870352533	0.00190405638	0.181233714	0.654846932	0.25317642	-0.0537111348	-0.0778431966
16	0.433036477	0.242757216	0.0374851027	-0.208972297	-0.564023212	-0.551585403	0.0822001839	0.00475769662	0.163960361	0.676239103	0.27750438	-0.0548499953	-0.0798493077
17	0.435922575	0.220545441	0.0175730675	-0.233221419	-0.552417174	-0.536452427	0.107994978	0.0102362913	0.198502883	0.676124001	0.266668221	-0.0531987084	-0.0772275544
18	0.448320733	0.237448182	0.0224121311	-0.216283906	-0.555962518	-0.548749084	0.103966344	0.0132013671	0.181386793	0.697907155	0.291299727	-0.054248656	-0.0791031807
19	0.448792826	0.289774363	0.0597654258	-0.159442647	-0.580110814	-0.584479315	0.054595659	0.00539146216	0.105503796	0.713067514	0.329184639	-0.0577987558	-0.0849491997
20	0.447513094	0.261798804	0.0300305293	-0.187712206	-0.567092678	-0.565966901	0.0843594412	0.0109514145	0.147103484	0.708285251	0.311678834	-0.0557135123	-0.0817344196
21	0.449001793	0.249876812	0.0299167808	-0.20270389	-0.561382767	-0.55713572	0.0933640048	0.011813885	0.164109336	0.702748546	0.301302562	-0.0550592631	-0.0804629731
22	0.454487491	0.23728365	0.0176664133	-0.21713817	-0.553594968	-0.54893454	0.110972035	0.0163705946	0.185711119	0.707217496	0.298291301	-0.0541384415	-0.0790180356
23	0.457263808	0.241335398	0.0181931089	-0.212995833	-0.55438322	-0.551811465	0.110374936	0.0172387179	0.181796187	0.712687152	0.304520893	-0.0543603658	-0.0794313472
24	0.457308499	0.253946165	0.0257806105	-0.199163939	-0.560050682	-0.56031693	0.0993040413	0.0156521214	0.163883396	0.717073765	0.314380563	-0.0551689745	-0.0807915364
25	0.461647519	0.255812966	0.0229855836	-0.197595024	-0.559197236	-0.561764034	0.102918507	0.0177738974	0.164227776	0.724717449	0.321221513	-0.0551954809	-0.0809216585
26	0.461116423	0.267816273	0.0279637758	-0.184437648	-0.564383546	-0.569817736	0.0935783092	0.0166099993	0.147376618	0.729741052	0.331541942	-0.055876849	-0.0821189628
27	0.461830863	0.261218324	0.0240457711	-0.191407131	-0.561462306	-0.565668247	0.0993851797	0.0175616427	0.156756718	0.72811419	0.326775097	-0.055487971	-0.0814708095
28	0.463022209	0.257372041	0.0221807016	-0.196050113	-0.559287168	-0.562919521	0.103557669	0.0184446161	0.16301197	0.727843437	0.324498434	-0.0552470404	-0.0810483479
