#steady-1-unknown-delta-evolution
0	0	0	0	0	0	0	0	0	0	0	0
1	0.0752723853	0.0629715534	0.0508003917	0.0483702374	-0.186643456	-0.717398284	0.0643302465	0.209991295	-0.00482325251	-0.0441341395	6.22737914
2	-0.52388089	-0.024390722	0.139730845	0.0447629953	0.0351189691	-0.666703684	0.227043191	0.073376385	-0.00892247795	-0.0863235748	-9.48418959
3	0.0188161888	0.0157412925	0.0153089957	0.0120439472	-0.0546482506	-0.737164126	0.0160809314	0.0524925022	-0.00199669897	-0.0110324164	1.55668697
4	-0.145721268	-0.00549787113	0.0424512073	0.0134829238	0.0104668486	-0.721969696	0.0646369243	0.0176098582	-0.00332816358	-0.0250037004	-2.50760749
5	0.00549340919	0.00474129903	0.00461062928	0.000368661884	0.00597169774	-0.742528694	0.00380754867	-0.00578629441	-0.00112806036	-0.000745615553	-1.04601669
6	-0.364091643	6.64277683e-005	0.110416309	0.0396665379	0.146040114	-0.684450289	0.180054458	-0.000403706919	-0.00737881163	-0.0697243632	0.0704609351
7	-0.316732362	-0.000686333245	0.0488174442	-0.0294206425	0.328175302	-0.704186173	0.111437596	-0.000412363144	-0.00177398199	-0.00968243779	-0.144203493
8	0.0288149262	-1.54325948e-005	0.000309929569	-0.000541733485	-0.886526132	-0.633214538	-0.000453498215	-4.48337823e-006	-0.000878756558	0.00161517049	0.0124844338
9	-0.00391757323	4.92863386e-005	-0.00483057994	0.00252127545	0.34075501	-0.449167339	-0.0208762003	8.49984857e-005	-0.000376388542	0.00226103984	0.0166930259
10	0.0194417778	-2.32707852e-005	0.00241501164	-0.00131178777	-0.168619029	0.223107662	0.0120601177	-6.04300785e-005	0.000184426685	-0.00110925668	-0.00681028879
11	-0.0097208889	1.16353926e-005	-0.00120750582	0.000655893887	0.0843095144	-0.111553831	-0.00603005885	3.02150392e-005	-9.22133425e-005	0.00055462834	0.0034051444
12	-0.0132428223	2.95423914e-005	0.00150599761	-0.000618000137	-0.000535950405	0.000466633759	-0.00281656677	4.18750963e-005	6.92489165e-005	-0.000467681186	0.00538304234
13	-0.00881389139	1.58407472e-005	0.000607717442	-0.000273890877	-0.000425186321	0.000338257583	-7.58943836e-005	3.03259984e-005	4.49554589e-005	-0.000192267363	0.00243956266
14	-0.00308666856	7.81504162e-006	0.000264958921	-0.000125993978	-0.000383590966	0.000253819243	0.000199469731	1.77070206e-005	3.72985122e-005	-8.95077143e-005	0.00107466838
15	-0.00124421149	3.70898426e-006	0.000109625917	-5.8725216e-005	-0.00034834532	0.000212573734	0.000191211563	9.57213117e-006	3.29101778e-005	-4.27636187e-005	0.00047905616
16	-0.000634832924	1.61406533e-006	3.569738e-005	-2.66960753e-005	-0.000321102589	0.00019271416	0.000148761363	4.89910245e-006	2.97120493e-005	-2.0158738e-005	0.000205151597
17	-0.000385782058	5.06410572e-007	-5.63056084e-007	-1.03411972e-005	-0.000291764577	0.000183770031	0.000109341608	2.17903082e-006	2.56105755e-005	-8.32997839e-006	6.88946989e-005
18	-0.000216156955	-7.14354552e-008	-1.52403981e-005	-1.58237882e-006	-0.000242502145	0.000182642515	6.81798737e-005	4.80253102e-007	1.74683044e-005	-1.70358472e-006	-2.43620107e-006
19	-5.64858224e-005	-2.19919587e-007	-1.18092577e-005	1.43641892e-006	-0.000172013057	0.000188726466	2.53363441e-005	-3.6208692e-007	4.96301371e-006	8.87519604e-007	-2.6197138e-005
20	0	0	1.80559793e-006	-3.27795185e-008	-5.5285538e-006	-0.000385881293	0	0	-5.47180539e-007	0	0
21	0	0	5.41679381e-006	-9.83385556e-008	-1.65856614e-005	-0.00115764388	0	0	-1.64154162e-006	0	0
